"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"1495",17,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,6,0,5.53338948872752,7446,0,"1",1,"1"
"1497",16,"0",7,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80793494369993,7131,2.56494935746154,"0",7,"0"
"1499",31,"1",17,0,0,0,0,"1",0.333333333,0,3,"0",1,15,3,4,5.15905529921453,1653,0,"1",0,"1"
"1500",22,"0",15,0,1,0,0,"1",0,0,2,"0",0,1,2,2,6.94119005506837,1157,15.7205990101183,"1",2,"1"
"1501",20,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,4.59511985013459,3190,14.2181650533316,"0",2,"0"
"1502",13,"0",13,1,0,0,0,"1",0,0,2,"0",2,6,2,0,7.30451594646016,8375,10.3451238569491,"1",5,"0"
"1504",14,"0",12,1,0,0,0,"1",0.027777778,0.142857143,2,"1",3,3,2,0,5.48893772615669,12544,6.75460409948796,"1",8,"0"
"1505",17,"1",10,0,0,0,0,"1",0.114285714,0,1,"0",1,4,3,0,5.25749537202778,6057,3.73766961828337,"0",8,"0"
"1506",25,"0",7,0,0,0,0,"0",0,0,2,"1",0,2,4,0,5.47227067367148,7067,14.6683774538751,"1",1,"1"
"1507",20,"0",7,1,0,0,0,"1",0,0,3,"0",1,3,3,0,5.88610403145016,7310,9.28868933838716,"0",5,"0"
"1508",13,"0",9,0,0,0,0,"1",0,0,2,"0",2,2,3,0,6.22059017009974,7534,0,"1",0,"1"
"1510",13,"0",6,0,0,0,0,"1",0.19047619,0.307692308,2,"0",0,0,1,0,4.11087386417331,671,0,"1",0,"1"
"1511",24,"0",11,1,0,0,0,"1",0,0,3,"0",0,6,3,0,5.03043792139244,8248,10.2396383089167,"0",5,"0"
"1512",22,"0",7,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.11589212548303,7583,6.87729607149743,"0",5,"0"
"1513",15,"1",14,1,0,0,0,"1",0.127272727,0,3,"0",1,3,1,0,5.26269018890489,3825,0,"1",0,"1"
"1514",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,2,2,0,6.80793494369993,7131,2.56494935746154,"0",7,"0"
"1515",23,"0",6,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92157841964382,7297,0,"0",5,"0"
"1516",20,"0",13,0,0,0,0,"1",0.012048193,0,3,"1",2,3,1,3,5.46806014113513,495,0,"1",2,"1"
"1518",20,"1",18,0,0,0,0,"1",0.367272727,0,3,"1",0,14,2,5,6.08449941307517,658,16.0729569570496,"1",0,"1"
"1519",13,"1",11,0,0,0,0,"1",0.264367816,0,2,"0",0,5,2,0,4.35670882668959,2115,0,"1",0,"1"
"1520",16,"0",11,0,0,0,0,"1",0,0,2,"1",0,1,2,3,5.8171111599632,2221,0,"1",0,"1"
"1521",15,"1",15,0,0,0,0,"1",0.325153374,0,3,"0",0,8,1,3,5.54126354515843,2668,0,"1",0,"1"
"1522",16,"0",9,0,0,0,0,"0",0,0,2,"1",2,2,2,0,4.8283137373023,3893,5.15905529921453,"1",10,"0"
"1523",34,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,3.98898404656427,6156,0,"0",0,"0"
"1524",20,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.96870755998537,5819,14.493201910194,"0",3,"0"
"1525",20,"0",10,1,0,0,0,"1",0.06779661,0,3,"0",1,4,3,1,3.89182029811063,8352,7.18690102041163,"0",6,"0"
"1526",22,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.11809719804135,7583,6.87316383421252,"0",5,"0"
"1527",14,"0",9,0,0,0,0,"1",0.139534884,0,3,"0",2,1,2,0,5.01727983681492,7157,7.72885582385254,"1",3,"0"
"1528",7,"0",18,0,0,0,0,"1",0.028985507,0,2,"0",0,2,1,1,4.30406509320417,293,0,"1",0,"1"
"1531",21,"0",6,0,0,0,0,"1",0.068965517,0.095238095,2,"0",0,1,7,0,3.93182563272433,7621,10.9366542421292,"1",6,"1"
"1532",16,"0",10,0,0,0,0,"0",0.128571429,0,2,"0",0,2,1,0,7.99833539595298,8347,0.693147180559945,"1",10,"1"
"1533",27,"0",7,0,0,0,0,"1",0,0,2,"0",1,0,2,0,5.92157841964382,7298,0,"0",5,"0"
"1534",26,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,10,1,5.49306144334055,1950,12.7424168821178,"1",1,"1"
"1535",17,"1",16,0,0,0,0,"1",0.088888889,0,1,"0",1,1,2,0,5.27299955856375,6054,3.73766961828337,"0",8,"0"
"1537",23,"0",5,0,0,0,0,"1",0.033333333,0.043478261,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"1538",25,"0",5,0,0,0,0,"1",0,0,1,"0",1,1,21,0,5.84932477994686,2941,13.6077481086884,"0",5,"0"
"1539",17,"0",19,0,1,0,0,"1",0,0,3,"1",0,8,2,4,4.94875989037817,4609,0,"1",3,"1"
"1540",7,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,4,0,0,334,0,"0",2,"1"
"1541",19,"0",7,1,0,0,0,"1",0,0,2,"0",0,5,3,0,2.83321334405622,4733,13.2641198511179,"0",3,"0"
"1542",18,"0",8,1,0,0,0,"1",0.105263158,0.166666667,3,"0",0,3,3,2,5.68357976733868,4454,14.1991198925132,"0",4,"0"
"1543",16,"0",7,0,0,0,0,"1",0,0,2,"0",0,0,3,0,4.44265125649032,1377,0,"0",0,"1"
"1544",27,"1",8,0,0,0,0,"1",0.253333333,0,3,"0",0,1,3,0,5.83773044716594,6963,12.7795152579721,"1",3,"1"
"1545",12,"0",10,0,0,0,0,"1",0,0,1,"1",0,0,3,0,5.61677109766657,91,0,"1",3,"1"
"1546",23,"0",16,1,0,0,0,"1",0.036363636,0,3,"1",1,8,2,2,5.98141421125448,1797,0,"1",0,"1"
"1547",18,"0",7,0,0,0,0,"1",0,0,1,"0",1,2,2,0,6.0730445341004,3584,12.4307829688159,"0",5,"0"
"1548",14,"1",19,1,0,0,0,"1",0.171717172,0,3,"0",3,23,1,0,3.97029191355212,7984,5.85507192220243,"1",6,"0"
"1549",16,"0",7,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80350525760834,7134,2.63905732961526,"0",7,"0"
"1550",32,"0",8,0,0,0,0,"1",0.022222222,0,2,"1",1,2,4,0,4.76217393479776,7189,13.0839260373342,"1",1,"1"
"1552",16,"0",7,1,0,0,0,"1",0,0,3,"0",0,4,3,0,4.57471097850338,1000,0,"1",0,"1"
"1553",24,"0",8,0,0,0,0,"1",0,0,3,"0",0,0,2,0,5.89989735358249,1,0,"1",0,"1"
"1554",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,4.35670882668959,2479,14.6655922541681,"0",4,"0"
"1555",17,"1",12,1,0,0,0,"0",0.087912088,0,2,"1",0,4,3,1,6.60123011872888,9310,8.7220913023891,"0",5,"0"
"1556",25,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.68017260901707,3360,11.0140778179636,"0",4,"0"
"1557",14,"0",7,1,0,0,0,"0",0,0,3,"0",0,4,3,0,1.09861228866811,6573,0,"0",3,"0"
"1562",19,"0",14,0,0,0,0,"1",0.075949367,0.263157895,3,"1",0,2,2,0,4.98360662170834,4603,13.5888157082479,"1",1,"1"
"1564",28,"0",8,0,1,0,0,"1",0,0,3,"1",4,0,2,0,4.74493212836325,252,14.7721210142422,"1",0,"1"
"1565",43,"0",10,0,0,0,0,"1",0,0,2,"1",0,4,2,2,5.99645208861902,330,0,"1",0,"1"
"1566",17,"1",10,0,0,0,0,"0",0.325203252,0,2,"0",0,6,1,0,5.06259503302697,9339,3.09104245335832,"0",5,"1"
"1567",17,"0",7,1,0,0,0,"0",0,0,3,"0",0,3,3,0,7.01750614294126,8757,11.5936940629678,"0",5,"0"
"1568",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80461452006262,7134,2.63905732961526,"0",7,"0"
"1569",32,"1",12,0,0,0,0,"1",0.274336283,0.4375,3,"1",0,2,4,0,5.34710753071747,521,12.8366314022762,"1",2,"1"
"1571",13,"0",6,1,0,0,0,"0",0.090909091,0.153846154,2,"0",0,3,3,0,5.23110861685459,7485,11.4482802714767,"0",4,"0"
"1572",16,"1",14,1,0,0,0,"1",0.097222222,0,2,"1",1,4,1,0,4.11087386417331,3958,13.9736948062913,"0",3,"0"
"1573",18,"0",7,1,0,0,0,"1",0,0,2,"1",0,3,3,0,5.75890177387728,2971,16.0033985738301,"0",1,"0"
"1576",49,"1",12,0,0,0,0,"0",0.242857143,0.346938776,3,"0",0,3,1,0,5.3890717298165,5626,0,"1",5,"1"
"1578",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7133,2.56494935746154,"0",7,"0"
"1579",17,"0",10,0,0,0,0,"0",0.091954023,0,3,"0",0,2,2,0,4.70953020131233,256,0,"1",0,"1"
"1580",27,"0",11,0,0,0,0,"1",0.095238095,0,2,"0",1,2,2,0,5.01727983681492,7156,7.71912984090673,"1",3,"0"
"1581",18,"0",7,1,0,0,0,"0",0,0,2,"0",2,3,3,0,7.87966991460429,5028,9.16785032035523,"0",6,"0"
"1582",11,"0",15,0,0,0,0,"0",0.106666667,0.090909091,2,"1",1,0,2,2,6.42648845745769,1939,15.8963437558413,"1",3,"0"
"1583",24,"0",10,0,0,0,0,"1",0.166666667,0,2,"1",0,1,3,0,0,377,0,"1",0,"1"
"1584",12,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.33073334028633,6135,0,"0",2,"0"
"1585",28,"0",9,0,0,0,0,"1",0,0,3,"0",3,1,4,1,4.79579054559674,976,0,"1",0,"1"
"1586",15,"0",5,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.00394630594546,3505,0,"0",2,"0"
"1588",20,"1",12,0,0,0,0,"1",0.129032258,0,3,"1",2,3,2,2,5.46806014113513,495,0,"1",2,"1"
"1591",24,"0",19,0,0,0,0,"1",0.145833333,0,2,"1",0,1,2,0,8.15219801586179,7121,10.4075906305413,"1",4,"0"
"1593",11,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,3.98898404656427,7253,13.7572668495228,"1",1,"1"
"1594",12,"0",7,1,0,0,0,"1",0.129032258,0,2,"0",1,3,3,0,5.44241771052179,9267,9.04852707581358,"0",7,"0"
"1595",16,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.14313472639153,4687,0,"0",2,"0"
"1596",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.39816270151775,8547,15.382671876795,"0",3,"0"
"1597",29,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,9,0,6.37331978957701,7449,0,"0",8,"0"
"1598",30,"0",8,0,0,0,0,"1",0.105263158,0.133333333,3,"1",1,0,2,0,4.57471097850338,6844,13.7146720249366,"1",2,"1"
"1599",36,"0",8,0,0,0,0,"1",0,0,2,"0",1,1,3,1,4.96284463025991,1684,15.406449005617,"1",0,"1"
"1600",18,"0",9,0,0,0,0,"0",0,0,2,"1",2,1,3,0,3.29583686600433,5452,11.7438546295887,"1",3,"0"
"1601",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.5683445037611,1931,15.1063449530624,"0",3,"0"
"1602",14,"0",8,1,0,0,0,"1",0,0,3,"0",1,4,2,0,7.87966991460429,7219,6.60394382460047,"0",6,"0"
"1603",21,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,0.693147180559945,1460,0,"1",0,"1"
"1605",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.66642668811243,1903,12.7023986561324,"0",2,"0"
"1607",21,"0",13,0,0,0,0,"1",0.012987013,0.047619048,3,"1",0,0,2,3,6.14203740558736,1728,0,"1",3,"1"
"1608",24,"1",19,0,0,0,0,"1",0.208333333,0,1,"0",0,4,1,0,5.89715386763674,2,0,"1",0,"1"
"1609",27,"0",9,1,0,0,0,"1",0,0,2,"1",0,3,1,0,4.44265125649032,3934,0,"1",0,"1"
"1611",17,"0",9,1,0,0,0,"1",0,0,3,"0",0,4,3,0,3.46573590279973,5447,10.9760125064409,"1",4,"0"
"1612",17,"0",9,0,1,0,0,"1",0,0,2,"0",1,1,2,1,6.01615715969835,10182,7.98344006300654,"0",5,"0"
"1613",30,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,9,0,6.37672694789863,7447,0,"0",8,"0"
"1614",16,"0",6,0,0,0,0,"1",0,0,2,"0",1,0,1,0,5.07517381523383,7533,12.7185728663755,"0",5,"0"
"1616",15,"0",12,1,0,0,0,"1",0,0,2,"0",1,3,1,0,6.22653666928747,8831,7.8995244720322,"1",6,"0"
"1617",14,"0",7,1,0,0,0,"0",0,0,2,"0",0,4,3,0,6.95463886488099,5161,4.74493212836325,"1",8,"0"
"1618",16,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,2,0,5.80211837537706,2956,0,"1",0,"1"
"1619",17,"0",10,0,0,0,0,"1",0,0,3,"0",0,3,3,0,0,12350,8.970050661827,"0",5,"0"
"1620",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.50727771238501,8463,12.6243815840502,"0",4,"0"
"1621",19,"1",13,1,0,0,0,"1",0.216981132,0,2,"1",1,7,2,3,4.99043258677874,2046,0,"1",0,"1"
"1622",16,"0",11,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7133,2.56494935746154,"1",7,"0"
"1623",26,"0",12,0,0,0,0,"0",0.068965517,0,3,"0",1,3,2,0,5.94542060860658,8019,0,"1",4,"1"
"1624",23,"0",6,0,0,0,0,"0",0.09375,0.130434783,2,"0",0,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"1625",15,"0",7,1,0,0,0,"1",0,0,2,"1",1,3,2,0,0,4647,0,"0",4,"0"
"1626",15,"1",9,0,0,0,0,"1",0.243902439,0,1,"1",1,2,3,0,4.77068462446567,1709,14.8806984224926,"0",3,"0"
"1630",16,"0",22,1,0,0,0,"1",0.033613445,0,3,"1",1,4,1,1,5.74620319054015,8453,11.1939178304755,"0",5,"0"
"1631",23,"1",18,0,0,0,0,"0",0.408296943,0,3,"0",0,6,2,0,6.85540879860993,7086,9.81268718820963,"1",3,"1"
"1632",21,"0",9,0,0,0,0,"1",0.043478261,0.095238095,3,"0",0,1,3,0,5.00394630594546,5331,0,"1",0,"1"
"1633",16,"0",17,1,0,0,0,"0",0.048076923,0,2,"1",2,6,2,2,4.79579054559674,1706,15.3904029873054,"1",2,"1"
"1634",32,"0",9,1,0,0,0,"1",0,0,2,"1",0,4,2,2,5.78382518232974,2232,16.048772153392,"1",2,"1"
"1635",19,"0",11,1,0,0,0,"1",0,0,3,"0",2,3,3,0,3.58351893845611,330,0,"1",0,"1"
"1636",23,"1",7,0,0,0,0,"1",0.272727273,0,1,"0",1,3,2,0,4.34380542185368,5767,0,"1",2,"1"
"1637",28,"0",11,1,0,0,0,"1",0.043478261,0,3,"0",1,4,2,0,8.00836557031292,5396,10.6583176182837,"0",5,"0"
"1638",9,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,5,0,5.78074351579233,41,0,"0",1,"0"
"1639",22,"0",12,1,0,0,0,"0",0.076923077,0.136363636,2,"0",0,5,3,0,5.29831736654804,1261,15.5727914124961,"0",3,"0"
"1641",16,"0",7,1,0,0,0,"1",0,0,2,"0",2,3,2,0,5.6021188208797,3016,12.1275217412311,"0",3,"0"
"1642",20,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.4553211153577,4515,0,"0",3,"0"
"1644",16,"0",13,1,0,0,0,"1",0.082191781,0,3,"0",0,3,2,0,4.99043258677874,2775,15.7887136987578,"0",4,"0"
"1645",9,"0",7,0,0,0,0,"1",0.057142857,0,1,"0",3,1,2,0,7.18992217074581,9269,9.04487593224865,"0",7,"0"
"1646",19,"0",7,0,0,0,0,"0",0,0,2,"0",0,0,8,0,0,1199,0,"1",1,"1"
"1647",25,"0",17,1,0,0,0,"0",0.06185567,0,2,"0",0,3,2,0,6.52356230614951,5163,12.832069898196,"0",3,"0"
"1648",14,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,2,0,4.87519732320115,2427,0,"1",0,"1"
"1649",14,"0",9,0,0,0,0,"1",0.139534884,0,3,"0",2,1,2,0,4.99721227376411,7159,7.74975340627444,"1",3,"0"
"1650",28,"0",5,0,0,0,0,"1",0,0,1,"0",1,1,13,1,5.22035582507832,6391,0,"1",1,"1"
"1651",18,"0",7,1,0,0,0,"0",0,0,3,"0",0,4,3,0,6.5191472879404,3706,14.8957667326312,"0",3,"0"
"1652",23,"1",7,0,0,0,0,"1",0.207792208,0,1,"0",1,4,2,0,4.34380542185368,5767,0,"1",2,"1"
"1653",39,"0",12,1,0,0,0,"1",0.08,0,3,"1",1,4,3,0,5.86929691313377,11,0,"1",0,"1"
"1654",17,"0",6,0,0,0,0,"0",0,0,1,"0",1,0,2,0,5.91350300563827,6871,14.8359104628936,"1",2,"1"
"1655",14,"0",9,0,0,0,0,"0",0,0,2,"0",0,1,2,0,6.15060276844628,7812,5.35185813347607,"0",7,"0"
"1656",12,"0",8,0,0,0,0,"1",0,0,1,"0",1,0,7,0,6.32076829425058,3828,8.63408694288774,"0",5,"0"
"1657",16,"1",21,1,0,0,0,"0",0.216216216,0,2,"1",0,9,1,1,6.35957386867238,883,0,"1",0,"1"
"1658",17,"0",13,1,0,0,0,"1",0,0,3,"1",1,3,2,3,5.35658627467201,2345,0,"1",0,"1"
"1660",42,"1",9,0,1,0,0,"1",0.132352941,0,3,"0",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"1662",46,"1",14,1,1,0,0,"0",0.153225806,0,3,"0",0,4,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"1664",20,"0",10,1,0,0,0,"1",0.038461538,0,2,"0",1,3,2,0,5.41610040220442,7445,11.8890098216515,"1",4,"0"
"1666",19,"0",7,1,0,0,0,"1",0,0,2,"0",1,5,1,0,6.41999492814714,5961,8.22416351263786,"0",6,"0"
"1668",39,"0",11,1,0,0,0,"1",0.081081081,0,3,"1",1,4,3,0,5.86929691313377,11,0,"1",0,"1"
"1669",16,"0",7,0,0,0,0,"1",0,0,1,"1",0,1,2,0,2.56494935746154,718,0,"1",0,"1"
"1670",16,"1",10,1,0,0,0,"1",0.25,0,3,"1",0,3,3,0,6.0088131854426,5803,0,"1",2,"1"
"1672",25,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,7.82684209815829,6259,6.52649485957079,"0",6,"0"
"1673",33,"0",6,0,0,0,0,"1",0.2,0.242424242,2,"0",1,2,4,0,6.95654544315157,5159,0,"0",8,"0"
"1674",13,"0",7,0,0,0,0,"1",0,0,1,"0",1,0,2,0,0.693147180559945,4019,0,"1",2,"1"
"1675",13,"0",7,0,0,0,0,"0",0,0,1,"0",1,0,3,0,6.54391184556479,1496,14.9071858411506,"1",2,"1"
"1676",14,"0",6,0,0,0,0,"0",0.111111111,0,1,"0",0,0,11,0,5.55295958492162,1204,12.8470761702477,"1",3,"0"
"1677",17,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.28826703069454,6378,0,"0",4,"0"
"1678",50,"1",13,0,1,0,0,"0",0.204724409,0,3,"1",1,4,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"1680",33,"0",12,0,0,0,0,"1",0.02739726,0,3,"0",0,1,2,0,3.78418963391826,323,0,"1",0,"1"
"1681",21,"1",10,0,0,0,0,"0",0.105263158,0,3,"1",1,1,2,0,5.64544689764324,10677,3.17805383034795,"1",8,"0"
"1682",24,"1",10,0,0,0,0,"1",0.159292035,0,3,"0",0,3,4,0,6.26149168432104,4225,9.3719488871726,"1",3,"1"
"1685",22,"0",12,1,0,0,0,"1",0.058823529,0,3,"0",0,4,2,0,6.52941883826223,7351,0,"0",4,"0"
"1686",23,"0",6,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.91889385427315,7298,14.668992684866,"0",5,"0"
"1687",40,"0",11,0,0,0,0,"1",0.052631579,0.075,3,"0",0,3,1,1,5.38449506278909,5627,0,"1",5,"1"
"1688",54,"1",15,1,1,0,0,"1",0.170542636,0,3,"1",0,6,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"1689",22,"1",9,0,0,0,0,"1",0.417910448,0,2,"0",0,5,2,2,5.54517744447956,1206,0,"1",0,"1"
"1690",34,"0",17,0,1,0,0,"0",0.054545455,0,3,"0",0,6,2,0,6.37672694789863,7448,5.95583736946483,"1",8,"0"
"1691",12,"1",11,1,0,0,0,"1",0.114754098,0,3,"0",1,3,3,0,4.76217393479776,7919,8.63692987301857,"0",6,"0"
"1692",27,"0",6,1,0,0,0,"1",0,0,2,"0",4,3,3,0,5.37063802812766,152,15.4267210983647,"1",0,"1"
"1693",50,"1",13,0,1,0,0,"1",0.150793651,0,3,"1",1,3,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"1694",50,"1",14,0,1,0,0,"1",0.165354331,0,3,"1",0,8,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"1695",20,"0",10,0,0,0,0,"1",0.107142857,0,3,"0",1,3,2,0,3.66356164612965,5440,0,"1",2,"0"
"1696",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.25749537202778,4384,0,"0",6,"0"
"1697",14,"1",14,1,2,0,0,"0",0.090909091,0,2,"0",0,7,2,0,7.35244110024358,9397,2.77258872223978,"0",9,"0"
"1699",28,"0",6,1,0,0,0,"0",0,0,2,"0",1,3,3,0,3.2188758248682,5526,13.5276724733432,"0",5,"0"
"1700",25,"1",11,0,1,0,0,"1",0.288461538,0.08,2,"0",0,1,2,0,5.73334127689775,56,0,"0",0,"1"
"1703",10,"1",9,0,0,0,0,"1",0.404255319,0,2,"1",0,5,3,0,0,199,0,"1",0,"1"
"1704",19,"0",13,1,0,0,0,"1",0.06557377,0,3,"1",0,3,2,3,3.71357206670431,2517,0,"1",2,"1"
"1705",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.60947179518496,3015,14.4963270268112,"0",3,"0"
"1707",50,"1",14,0,1,0,0,"0",0.126984127,0,3,"1",0,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"1711",17,"0",14,1,1,0,0,"0",0,0,3,"0",1,5,2,0,4.97673374242057,1317,13.698936291452,"1",2,"1"
"1712",50,"1",9,0,0,0,0,"1",0.246575342,0.36,3,"1",0,7,3,0,4.39444915467244,1015,13.9946211317322,"1",2,"1"
"1713",24,"0",17,1,0,0,0,"1",0.03960396,0,2,"0",1,5,3,0,3.52636052461616,9097,7.08506429395255,"0",6,"0"
"1714",38,"0",11,0,0,0,0,"0",0.105263158,0.157894737,3,"0",0,1,1,2,5.43372200355424,5615,0,"1",5,"1"
"1716",12,"1",13,1,0,0,0,"1",0.08974359,0,3,"0",2,5,3,0,4.77068462446567,7918,8.63746202380718,"1",6,"0"
"1717",51,"0",6,0,0,0,0,"0",0,0,2,"0",0,3,6,0,5.51342874616498,5231,0,"0",7,"0"
"1718",18,"0",8,1,0,0,0,"1",0.083333333,0,2,"0",0,3,3,0,6.29710931993394,5301,0,"1",0,"1"
"1719",20,"0",12,1,0,0,0,"1",0,0,3,"1",1,3,2,3,5.34710753071747,157,0,"1",0,"1"
"1720",24,"0",9,1,1,0,0,"1",0,0,2,"1",1,5,3,0,3.95124371858143,7984,10.5143937777122,"0",5,"0"
"1721",18,"1",13,1,0,0,0,"1",0.095238095,0,2,"0",1,4,3,1,6.23441072571837,9206,8.71308886823731,"0",6,"0"
"1722",15,"0",10,0,0,0,0,"0",0.137254902,0,3,"0",0,1,2,0,4.86753445045558,11558,6.41673228251233,"1",7,"0"
"1723",33,"0",15,0,1,0,0,"0",0.1,0.212121212,3,"0",0,2,1,0,5.44673737166631,5612,0,"1",5,"1"
"1726",26,"0",11,0,0,0,0,"1",0,0,2,"1",0,0,2,3,5.9427993751267,2542,14.5258933483583,"1",3,"1"
"1727",11,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.25227342804663,7861,10.6536528593184,"0",3,"0"
"1729",41,"0",10,0,0,0,0,"1",0,0,2,"0",2,2,3,0,5.8805329864007,4391,0,"1",0,"1"
"1730",24,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,7.32251043399739,4330,14.274192841946,"0",4,"0"
"1731",10,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,7,0,0,7716,16.0785107034798,"0",3,"0"
"1734",54,"1",15,1,1,0,0,"1",0.093023256,0,3,"1",0,9,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"1735",35,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"1736",16,"0",11,0,0,0,0,"0",0.098484848,0,3,"0",0,1,2,0,5.60947179518496,7764,3.49650756146648,"0",5,"1"
"1737",18,"0",13,0,0,0,0,"1",0,0,2,"0",0,0,4,0,3.17805383034795,2214,0,"1",0,"1"
"1738",14,"0",6,0,0,0,0,"1",0.024390244,0,1,"0",0,1,1,0,4.46590811865458,279,0,"0",3,"0"
"1739",8,"0",7,0,0,0,0,"1",0.034482759,0.125,2,"0",1,0,3,0,4.17438726989564,2492,0,"1",0,"1"
"1740",17,"0",6,0,0,0,0,"1",0,0,1,"0",0,0,3,0,5.66296048013595,3731,14.3536931442251,"1",2,"1"
"1741",18,"0",7,0,0,0,0,"1",0,0,1,"0",0,0,4,0,5.32787616878958,2718,0,"1",2,"1"
"1745",18,"0",7,1,0,0,0,"0",0,0,2,"0",0,4,3,0,6.70686233660275,7907,5.04342511691925,"0",7,"0"
"1746",14,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.85981240436167,9003,13.1135345174675,"0",4,"0"
"1748",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.41345895716736,9254,12.3959696030507,"0",6,"0"
"1749",24,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,6,0,6.85224256905188,4898,14.0748602832709,"0",3,"0"
"1750",24,"0",8,0,0,0,0,"1",0.041666667,0.083333333,3,"0",1,2,3,1,5.8805329864007,8,0,"1",0,"1"
"1752",15,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,4.58496747867057,2460,11.5685966623407,"0",3,"0"
"1753",16,"0",10,1,0,0,0,"1",0.035087719,0,3,"1",0,4,3,0,5.77455154554441,4426,14.5613730463712,"0",5,"0"
"1754",50,"1",10,0,1,0,0,"1",0.131578947,0,3,"1",1,2,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"1756",25,"1",10,0,1,0,0,"0",0.057692308,0.12,3,"0",0,4,1,0,5.44241771052179,5614,0,"1",5,"1"
"1757",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.8283137373023,4259,15.8609784764058,"0",3,"0"
"1758",30,"0",11,0,0,0,0,"0",0.032786885,0.066666667,3,"1",0,4,1,2,5.43372200355424,5615,0,"1",5,"1"
"1760",21,"0",8,0,0,0,0,"0",0.05,0,1,"0",0,0,2,0,6.5366915975913,771,0,"1",0,"1"
"1761",26,"0",8,0,0,0,0,"0",0.057142857,0.076923077,3,"0",0,1,1,0,5.44241771052179,5614,0,"1",5,"1"
"1762",20,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,2.70805020110221,3639,14.8883119256349,"0",4,"0"
